     2    0.11158E+04    0.55734E-01    0.36045E+01    0.10935E+07    0.30669E+05
     3    0.10497E+04    0.94478E-01    0.45455E+01    0.16801E+07    0.36649E+05
     4    0.98529E+03    0.11048E+00    0.47199E+01    0.22006E+07    0.39544E+05
     5    0.93450E+03    0.10222E+00    0.44237E+01    0.26598E+07    0.40764E+05
     6    0.89721E+03    0.78890E-01    0.38940E+01    0.30646E+07    0.41027E+05
     7    0.87111E+03    0.52279E-01    0.32847E+01    0.34233E+07    0.40725E+05
     8    0.85324E+03    0.30869E-01    0.26887E+01    0.37425E+07    0.40077E+05
     9    0.84289E+03    0.17804E-01    0.21647E+01    0.40277E+07    0.39193E+05
    10    0.83714E+03    0.11950E-01    0.17378E+01    0.42831E+07    0.38199E+05
    11    0.83514E+03    0.10228E-01    0.14238E+01    0.45133E+07    0.37186E+05
    12    0.83716E+03    0.97973E-02    0.12233E+01    0.47193E+07    0.36161E+05
    13    0.84146E+03    0.91360E-02    0.11209E+01    0.49062E+07    0.35185E+05
    14    0.84715E+03    0.80211E-02    0.10961E+01    0.50740E+07    0.34230E+05
    15    0.85435E+03    0.69109E-02    0.11259E+01    0.52264E+07    0.33310E+05
    16    0.86316E+03    0.62786E-02    0.11886E+01    0.53642E+07    0.32421E+05
    17    0.87332E+03    0.62603E-02    0.12653E+01    0.54880E+07    0.31557E+05
    18    0.88387E+03    0.66626E-02    0.13420E+01    0.56005E+07    0.30730E+05
    19    0.89600E+03    0.71835E-02    0.14123E+01    0.57022E+07    0.29915E+05
    20    0.90835E+03    0.76173E-02    0.14695E+01    0.57935E+07    0.29120E+05
    21    0.92120E+03    0.79584E-02    0.15140E+01    0.58756E+07    0.28344E+05
    22    0.93452E+03    0.83492E-02    0.15486E+01    0.59498E+07    0.27593E+05
    23    0.94822E+03    0.89651E-02    0.15781E+01    0.60163E+07    0.26861E+05
    24    0.96230E+03    0.99142E-02    0.16068E+01    0.60757E+07    0.26146E+05
    25    0.97672E+03    0.11213E-01    0.16375E+01    0.61287E+07    0.25459E+05
    26    0.99141E+03    0.12810E-01    0.16737E+01    0.61753E+07    0.24797E+05
    27    0.10064E+04    0.14643E-01    0.17147E+01    0.62166E+07    0.24172E+05
    28    0.10217E+04    0.16678E-01    0.17598E+01    0.62529E+07    0.23575E+05
    29    0.10372E+04    0.18911E-01    0.18073E+01    0.62843E+07    0.23001E+05
    30    0.10530E+04    0.21350E-01    0.18532E+01    0.63115E+07    0.22452E+05
    31    0.10689E+04    0.23998E-01    0.18939E+01    0.63339E+07    0.21923E+05
    32    0.10850E+04    0.26838E-01    0.19260E+01    0.63529E+07    0.21418E+05
    33    0.11014E+04    0.29839E-01    0.19464E+01    0.63683E+07    0.20929E+05
    34    0.11180E+04    0.32982E-01    0.19531E+01    0.63806E+07    0.20450E+05
    35    0.11348E+04    0.36271E-01    0.19457E+01    0.63897E+07    0.19983E+05
    36    0.11518E+04    0.39739E-01    0.19242E+01    0.63959E+07    0.19529E+05
    37    0.11689E+04    0.43435E-01    0.18900E+01    0.63992E+07    0.19087E+05
    38    0.11862E+04    0.47401E-01    0.18452E+01    0.64000E+07    0.18657E+05
    39    0.12038E+04    0.51647E-01    0.17907E+01    0.63987E+07    0.18239E+05
    40    0.12216E+04    0.56176E-01    0.17265E+01    0.63952E+07    0.17835E+05
    41    0.12395E+04    0.60990E-01    0.16533E+01    0.63896E+07    0.17446E+05
    42    0.12576E+04    0.66093E-01    0.15732E+01    0.63822E+07    0.17072E+05
    43    0.12758E+04    0.71485E-01    0.14878E+01    0.63729E+07    0.16712E+05
    44    0.12942E+04    0.77163E-01    0.13928E+01    0.63618E+07    0.16366E+05
    45    0.13128E+04    0.83107E-01    0.12857E+01    0.63492E+07    0.16031E+05
    46    0.13316E+04    0.89322E-01    0.11668E+01    0.63352E+07    0.15707E+05
    47    0.13505E+04    0.95807E-01    0.10362E+01    0.63199E+07    0.15392E+05
    48    0.13695E+04    0.10256E+00    0.89257E+00    0.63034E+07    0.15087E+05
    49    0.13888E+04    0.10958E+00    0.73394E+00    0.62857E+07    0.14788E+05
    50    0.14083E+04    0.11686E+00    0.55953E+00    0.62668E+07    0.14495E+05
    51    0.14281E+04    0.12440E+00    0.37106E+00    0.62469E+07    0.14208E+05
    52    0.14481E+04    0.13222E+00    0.16902E+00    0.62260E+07    0.13927E+05
    53    0.14681E+04    0.14033E+00   -0.46442E-01    0.62042E+07    0.13652E+05
    54    0.14883E+04    0.14875E+00   -0.27465E+00    0.61816E+07    0.13386E+05
    55    0.15086E+04    0.15745E+00   -0.51500E+00    0.61582E+07    0.13127E+05
    56    0.15292E+04    0.16646E+00   -0.76802E+00    0.61341E+07    0.12877E+05
    57    0.15501E+04    0.17575E+00   -0.10344E+01    0.61094E+07    0.12634E+05
    58    0.15712E+04    0.18535E+00   -0.13125E+01    0.60841E+07    0.12400E+05
    59    0.15924E+04    0.19524E+00   -0.16007E+01    0.60582E+07    0.12172E+05
    60    0.16137E+04    0.20541E+00   -0.18997E+01    0.60318E+07    0.11951E+05
    61    0.16353E+04    0.21587E+00   -0.22111E+01    0.60048E+07    0.11735E+05
    62    0.16572E+04    0.22659E+00   -0.25363E+01    0.59774E+07    0.11526E+05
    63    0.16793E+04    0.23756E+00   -0.28753E+01    0.59496E+07    0.11321E+05
    64    0.17015E+04    0.24877E+00   -0.32279E+01    0.59214E+07    0.11120E+05
    65    0.17239E+04    0.26023E+00   -0.35939E+01    0.58929E+07    0.10921E+05
    66    0.17465E+04    0.27193E+00   -0.39734E+01    0.58641E+07    0.10725E+05
    67    0.17692E+04    0.28386E+00   -0.43669E+01    0.58350E+07    0.10535E+05
    68    0.17923E+04    0.29605E+00   -0.47744E+01    0.58057E+07    0.10350E+05
    69    0.18157E+04    0.30847E+00   -0.51948E+01    0.57760E+07    0.10170E+05
    70    0.18394E+04    0.32112E+00   -0.56267E+01    0.57462E+07    0.99951E+04
    71    0.18633E+04    0.33398E+00   -0.60695E+01    0.57162E+07    0.98242E+04
    72    0.18876E+04    0.34708E+00   -0.65235E+01    0.56861E+07    0.96572E+04
    73    0.19121E+04    0.36039E+00   -0.69888E+01    0.56558E+07    0.94939E+04
    74    0.19369E+04    0.37391E+00   -0.74649E+01    0.56254E+07    0.93343E+04
    75    0.19618E+04    0.38763E+00   -0.79516E+01    0.55949E+07    0.91782E+04
    76    0.19868E+04    0.40151E+00   -0.84479E+01    0.55643E+07    0.90256E+04
    77    0.20117E+04    0.41556E+00   -0.89522E+01    0.55336E+07    0.88762E+04
    78    0.20366E+04    0.42977E+00   -0.94672E+01    0.55029E+07    0.87300E+04
    79    0.20618E+04    0.44412E+00   -0.99916E+01    0.54722E+07    0.85869E+04
    80    0.20872E+04    0.45860E+00   -0.10526E+02    0.54414E+07    0.84468E+04
    81    0.21130E+04    0.47320E+00   -0.11072E+02    0.54106E+07    0.83094E+04
    82    0.21392E+04    0.48791E+00   -0.11628E+02    0.53798E+07    0.81749E+04
    83    0.21658E+04    0.50273E+00   -0.12195E+02    0.53491E+07    0.80431E+04
    84    0.21927E+04    0.51763E+00   -0.12770E+02    0.53183E+07    0.79139E+04
    85    0.22198E+04    0.53259E+00   -0.13352E+02    0.52876E+07    0.77873E+04
    86    0.22473E+04    0.54763E+00   -0.13943E+02    0.52570E+07    0.76633E+04
    87    0.22749E+04    0.56271E+00   -0.14540E+02    0.52264E+07    0.75418E+04
    88    0.23028E+04    0.57784E+00   -0.15142E+02    0.51959E+07    0.74227E+04
    89    0.23308E+04    0.59298E+00   -0.15750E+02    0.51654E+07    0.73060E+04
    90    0.23590E+04    0.60813E+00   -0.16363E+02    0.51350E+07    0.71916E+04
    91    0.23874E+04    0.62328E+00   -0.16982E+02    0.51047E+07    0.70795E+04
    92    0.24160E+04    0.63842E+00   -0.17604E+02    0.50745E+07    0.69697E+04
    93    0.24448E+04    0.65352E+00   -0.18232E+02    0.50445E+07    0.68620E+04
    94    0.24738E+04    0.66858E+00   -0.18863E+02    0.50145E+07    0.67564E+04
    95    0.25031E+04    0.68358E+00   -0.19498E+02    0.49846E+07    0.66530E+04
    96    0.25324E+04    0.69851E+00   -0.20138E+02    0.49549E+07    0.65516E+04
